symbol,volatility,VaR_95,VaR_99,max_drawdown,sharpe_ratio,sortino_ratio,annual_return
مادیرا,0.04023070222138043,-0.04922209613878895,-0.061774831561474716,-0.9679092813674305,0.3773382800942062,0.42857175256097796,0.24098429985763106
فنفت,0.03746698366879233,-0.03265654480581343,-0.058212283109767095,-0.9061999999999998,0.3606063174348328,0.3758256451518894,0.2144777930892629
غگلپا,0.03629309847712725,-0.04837220902464727,-0.06370203059379029,-0.9191071428571431,0.35882853830710665,0.39962594797827655,0.20673370764450952
زفکا,0.04333354340875118,-0.04693595997326358,-0.06368836230577063,-0.9777384297573681,0.355336066631398,0.3368282134412645,0.24443520967152924
گکوثر,0.03847570842642794,-0.0471098395320084,-0.0632366628749157,-0.9949771127731514,0.3473646725026751,0.36800207758594056,0.21216441456170845
بمپنا,0.03573464367884792,-0.04339030434767196,-0.054782270171532955,-0.9746360552154948,0.33520391248059156,0.38646357416488425,0.19015108393995378
دتوزیع,0.03432876131550436,-0.04702635572946162,-0.06529037083727283,-0.8545871559633028,0.33225040147626195,0.3814046656818442,0.18106058442663173
فزرین,0.03709202106280968,-0.049296016484512,-0.06681822691836868,-0.9291608146067415,0.3316736085080658,0.3981346613613119,0.19529525155861294
تسه1401,0.02797027979251674,-0.049906287425289665,-0.05941779531626237,-0.4628768727865188,0.33029415366630843,0.49714755223575263,0.14665536924662698
فن آوا,0.036270295303000834,-0.04690346423887042,-0.09164476201362204,-0.8772856414365852,0.31887185900529647,0.3869724370844414,0.18359783496884266
کرمان,0.04277031089793078,-0.04399933551071067,-0.06536468007951392,-0.9953378464682591,0.3076358455763551,0.3248549943392491,0.2088717067065821
قشرین,0.04345360119940295,-0.04532194759732677,-0.06265686653771763,-0.9681436400782626,0.29520932549500156,0.2914176308781467,0.20363673122406983
دحاوی,0.045038736579719026,-0.046511627906976716,-0.09619026384243774,-0.9727209302325582,0.2926904071108707,0.2880106611499004,0.2092642100511188
پیروز,0.015640701604391096,-0.028572066332462166,-0.039010971646846235,-0.2565607171964133,0.291252166626647,0.4393127364427145,0.07231454628904081
اتوداریوش,0.01767251954128413,-0.032069813531435384,-0.041148654050308896,-0.07824884792626687,0.27765732182022096,0.3152348471914677,0.07789469322205866
فسا,0.03258481154509516,-0.04751672569854393,-0.08777047624696045,-0.8280346820809247,0.26586918529577297,0.3833477854756769,0.13752558111406282
غمارگ,0.040282511363095685,-0.04627396175861647,-0.057287470596938485,-0.9866824504291211,0.24963583958054536,0.25495238404403514,0.15963339301935536
جهرم,0.03200637293226764,-0.040336387844611535,-0.09168402707821255,-0.8522404371584699,0.2473883739286763,0.3463697980705171,0.12569442559552715
ناما,0.02468906457761861,-0.03753387612453267,-0.06142077338616914,-0.406758448060075,0.242408212446529,0.3878028201021889,0.09500626284139681
ومعلم,0.03544213188649696,-0.04675587447744666,-0.058750015833006076,-0.9426951841089887,0.24111968201824888,0.2759848398370425,0.13566029900877521
فنر,0.025179599415471855,-0.03600464576074336,-0.04709262154032077,-0.4066914498141263,0.23851642832293474,0.46015385284677024,0.09533829576147466
سمگا061,0.030406107334861442,-0.050000000000000044,-0.050000000000000044,-0.0500000000000006,0.23433372502079955,0.4630258144409245,0.11310866873437161
بجهرم,0.02811643989196593,-0.04516510856949786,-0.054837116432600745,-0.8492146596858638,0.23385631854333025,0.4312598699637305,0.1043781772079853
گنگین,0.034318811869063964,-0.032774700251485156,-0.04868583053646913,-0.8179039301310045,0.232538006080244,0.19160543523923113,0.12668536838191646
غنیلی,0.042970233400288146,-0.04966558051792147,-0.07257235168435679,-0.8168293816829383,0.22027144736074758,0.21720062086086633,0.15025405053262034
داراب,0.03687920365818031,-0.036953621177349634,-0.07594832132572792,-0.8185463659147871,0.17829767483401565,0.22872043299498918,0.10438244964610437
هامون,0.01586935260487351,-0.025475347483356746,-0.04226110850342242,-0.21900537006770907,0.13975176188787236,0.21759195370461887,0.03520600709734156
آکام,0.005055860903492753,-0.00970397961184079,-0.02167420502325591,-0.027974745021858233,0.133337709303375,0.3139229321381304,0.010701591703489409
وپویا,0.03653918677045878,-0.04160719225253479,-0.060880422119835055,-0.8965278578844159,0.10961268988880207,0.15654986479513106,0.06357992088047185
کرمان531,0.012596604030278825,-0.017728035166869154,-0.04826190476190481,-0.05628571428571443,0.09915749653180475,0.06424782538188648,0.019828017863695844
غویتا,0.04996192348274614,-0.05097803091633953,-0.07898148813763689,-0.9769204223893987,0.09859067974348311,0.10119819836621977,0.07819433331770703
وامین,0.015504788884937325,-0.024195857558139532,-0.0422277135614113,-0.4812903225806461,0.08433349734910578,0.09422814854401843,0.020757079022520483
داروک071,0.00879301295720232,-0.013910828025477717,-0.032939249306922734,-0.04452000000000067,0.06915592594677884,0.041436048264450104,0.009653112866549844
اکتوور075,0.006262827593445641,0.0,-0.015686274509803956,-0.01960784313725492,0.04733368746076131,0.0,0.004705882352940893
تخت گاز,0.021069257809470346,-0.030357081510717088,-0.051378923344317894,-0.3135973104221145,0.04613601315141998,0.0758043964258604,0.015430840062547115
طبیعت061,0.0045994256593668535,-0.007996940910233874,-0.014021532218361235,-0.018281517355934147,0.03658565834978385,0.025158244764147093,0.0026712513126817125
عالیفرد071,0.004353292724817118,0.0,-0.02202028481439822,-0.025739999999999985,0.03448948573799473,0.014103982112392398,0.002383443493784096
نقشینه061,0.0018217632772076946,0.0,-0.0048446736009696,-0.006546856217526595,0.013923960431565664,0.0,0.00040267530308701893
خنور,0.04676467224351828,-0.03063353328172855,-0.06655081568547977,-0.6588380716934488,-0.0399307612634337,-0.03499879470983376,-0.02964324580114278
بتهران,0.02667236220291874,-0.03146973661188812,-0.04233378561736774,-0.6566839096106727,-0.07086054776018078,-0.11213134738786706,-0.030003108716156336
پناه,0.017602191494860326,-0.02791724224292773,-0.03071907402941881,-0.05849223044038811,-0.08538663632986701,-0.15434109788203196,-0.02385925711716759
وفتخار,0.037845273813604516,-0.029911382758129212,-0.047863666014350936,-0.8354121126398354,-0.12412184965371852,-0.10452807366806596,-0.07456931624811233
چتر,0.00660941737416672,-0.01167670606185227,-0.01231980045213532,-0.04094365373367132,-0.1600753586678939,-0.24555652186012164,-0.016795306421242162
بگیلان,0.022364781166984364,-0.03717975762232388,-0.05120429082858041,-0.7222150576461789,-0.17393864384878577,-0.2901872454133917,-0.06175341838647077
تماوند,0.03353512341802197,-0.0372209450830141,-0.05356901347696967,-0.8182075738974414,-0.19813871454092516,-0.181128408066045,-0.10547985412146292
جوین,0.038395414513843346,-0.029613859343480625,-0.043259473886698124,-0.9321349222379318,-0.2291985983528233,-0.19264543841931117,-0.13969845027525174
ویسا,0.03731491667096575,-0.03091314366196704,-0.04255145207042802,-0.7690617799924993,-0.23764165395724018,-0.20454048343700026,-0.1407684448916194
فارما کیان,0.016942627172005367,-0.02637320938546363,-0.03266908669608182,-0.2782196513216037,-0.2714445367950651,-0.49520335290833534,-0.0730066010942389
وآفر,0.03593128700925558,-0.03214092748951444,-0.044758645867136404,-0.6503086419753082,-0.2762448633053331,-0.2638899638169699,-0.15756772147229056
شفام,0.06415791979720968,-0.0353606356968215,-0.09606808616654944,-0.7765337423312884,-0.2943760665639655,-0.22632802459322757,-0.2998147828835946
شساخت,0.027812486516002963,-0.02998244815566007,-0.04862436045524035,-0.8967830724238777,-0.33906571414329223,-0.31614780648055046,-0.14970074611883974
آردینه,0.05916179080377367,-0.03886847521802774,-0.07029818086213124,-0.8718469814704124,-0.4375304350596877,-0.3347457400706913,-0.41091297067997273
وامیر,0.045145820297713656,-0.031040723981900442,-0.04305296405407649,-0.9940144826902093,-0.6335878836335667,-0.5341487796485891,-0.4540719582916684
عالیس,0.04385762086297281,-0.038228052300899956,-0.05783435158226339,-0.8620905923344949,-0.699067878000457,-0.5671430900508981,-0.48670374292154944
عالیس3,0.04385762086297281,-0.038228052300899956,-0.05783435158226339,-0.8620905923344949,-0.699067878000457,-0.5671430900508981,-0.48670374292154944
بمولد,0.021368804604467096,-0.032752557544757054,-0.053359796437659035,-0.5293035479632063,-0.8728643061459066,-1.2170994035834537,-0.2960923812083831
پرسپولیس,0.017229997582948128,-0.021195666311161987,-0.033775229891280394,-0.5657546337157993,-1.4295515297661252,-2.8869781304186812,-0.3910076924394238
استقلال,0.01729156068378197,-0.022867502458210457,-0.03646550802139034,-0.6760563380281694,-2.4417707639096635,-4.118711867420308,-0.6702539051441139
اهداف061,0.02660319836736037,-0.04597328819044674,-0.08726010050305977,-0.051304347826087095,-3.162727375220483,-2.6894700807342335,-1.335659879485299
فجهان061,0.014976453400045728,-0.049578947368421056,-0.04991578947368425,-0.09710000000000008,-5.026197239034436,-252.82913484912882,-1.1949473684210532
وآتوسح,0.0,0.0,0.0,0.0,,0.0,0.0
